game_name,cpu,ram,gpu,storage,os
Mythic Pearls: The Legend of Tirnanog,Intel Atom Z510,256 MB,ATI FireGL T2-128,200 MB,Windows XP/ME/Vista/7/8/10
The Legend of Tobimaru,Intel Core i5-4400E,2 GB,Intel HD 3000,250 MB,Windows XP+
Hexa Trains,Intel Core i5-4400E,8 GB,ATI FireGL T2-128,120 MB,10
Hero or Villain: Genesis,Intel Core 2 Duo E8400,4 GB,NVIDIA GeForce 510,,Ubuntu 12.04
Gravity Control,Intel Atom Z510,2 GB,ATI FireMV 2400 PCIe,208 MB,Windows 7
Westworld Awakening,Intel Core i5-6400,8 GB,NVIDIA GeForce GTX 970,17 GB,Windows 10
Laservasion,Intel Pentium 4 2.00GHz,2 GB,NVIDIA GeForce 510,104 MB,
Spirit Arena,Intel Core i5-4400E,4 GB,ATI FireGL T2-128,300 MB,Windows 7+
Vole Complexity,Intel Core 2 Duo Q6867,4 GB,AMD Radeon HD 5450,650 MB,Windows 7 or higher
"Calm Down, Stalin - VR",Intel Core i5-4590,4 GB,NVIDIA GeForce GTX 970,1.46 GB,"Windows 7 SP1, Windows 8.1 or later, Windows 10"
The Castle,Intel Pentium 4 2.00GHz,256 MB,ATI FireGL T2-128,50 MB,Windows Vista or newer (and most but not all versions of XP)
Aery,Intel Core i3-530,2 GB,NVIDIA GeForce 6100,500 MB,Windows 7
Forgotten Hill Disillusion,Intel Atom Z510,4 GB,Intel Media Accelerator 500,500 MB,Microsoft® Windows® 7 or later
Bandit the game,Intel Core 2 Quad Q9705,6 GB,NVIDIA GeForce GTX 470,5 GB,Windows 7 64-bit or later
Curve Fever,Intel Core 2 Duo E8400,1 GB,NVIDIA GeForce 510,500 MB,
Armortale,Intel Core 2 Duo Q6867,2 GB,Intel HD 4000,50 MB,Windows XP
Second Galaxy,Intel Core 2 Duo E8400,2 GB,NVIDIA GeForce 7200 GS,2 GB,Win 7 / Win 8 / Win 10
Witch Halloween,Intel Pentium 4 1.80GHz,2 GB,ATI FireGL T2-128,2 GB,WIN7 SP1/WIN8/WIN10/XP
RhythmSnake,Intel Core 2 Duo Q6867,650 MB,NVIDIA GeForce 510,115 MB,Windows 7
Boom 3D Mac,Intel Pentium 4 2.00GHz,1 GB,NVIDIA GeForce 510,,Mac OS 10.10.3 and later
Jera,Intel Core i5-8400,2 GB,NVIDIA GeForce 256,756 MB,Windows 7/10
Poppy's Nightmare,Intel Core i5-8400,2 GB,NVIDIA GeForce 256,260 MB,Windows 7/10
SYMMETRY viewer,Intel Core i7-6700,16 MB,NVIDIA GeForce GTX 1080,3 GB,Windows 10 64bit
Dwerve,Intel Atom Z515,2 GB,ATI FireGL V7350,3 GB,Ubuntu 12.04 and above
Buck Zombies,Intel Core 2 Quad Q9705,8 GB,NVIDIA GeForce 7100 / nForce 630i,10 GB,Windows 7sp1
Hikari! Love Potion,Intel Core 2 Duo E8400,1 GB,NVIDIA GeForce 510,300 MB,
Knights of Messiah,Intel Core 2 Duo Q6867,4 GB,AMD Radeon HD 6250,2 GB,Windows® 7/8/8.1/10
巅峰骑士团,Intel Core i3-2340UE,256 MB,ATI FireGL T2-128,512 MB,Windows XP
Platforms,Intel Pentium 4 1.40GHz,256 MB,ATI FireGL T2-128,50 MB,"Windows 7, Windows 8, Windows 10"
Heaven's Grave,Intel Core 2 Duo E8400,256 MB,NVIDIA GeForce 510,403 MB,Windows Vista or higher
Metal Heads,Intel Core 2 Duo Q6867,4 GB,AMD Radeon HD 5450,6 GB,Windows 10
Silk,Intel Pentium 4 2.00GHz,4 GB,NVIDIA GeForce 7100 / nForce 630i,1 GB,Ubuntu 16.04+
Samurai of Hyuga Book 4,Intel Core 2 Duo E8400,4 GB,NVIDIA GeForce 510,,Ubuntu 12.04
5.0,Intel Celeron,512 MB,Intel Media Accelerator 500,100 MB,Microsoft Windows
TheMovingMaze,Intel Core i3-2100,2 GB,AMD Radeon HD 6570,300 MB,Windows 7/8/10 x64
Hentai Dgirls,Intel Pentium 4 2.00GHz,2 GB,NVIDIA GeForce 510,250 MB,"Windows XP, Vista, 7, 8, or 10"
Trash Sailors,Intel Core 2 Duo Q6867,2 GB,NVIDIA GeForce 8600 GT,2 GB,Windows 7 or later
Immortal Wanna,Intel Celeron,1 GB,Intel Media Accelerator 500,200 MB,Windows 7
Hentai ChessKnight,Intel Core 2 Duo Q6867,2 GB,Intel HD 4000,100 MB,Windows XP/Vista/7/8/10
Hentai NetPuzzle,Intel Core 2 Duo Q6867,2 GB,Intel HD 4000,100 MB,Windows XP/Vista/7/8/10
云聚：失落的魔法 Magic Ganglia,Intel Pentium 4 4.00GHz,1 GB,ATI FireGL T2-128,2 GB,"WINDOWS® 7, 8, 10"
CryptoSpace,Intel Core i7-7Y75,4 GB,NVIDIA GeForce GTX 1050,450 MB,Windows 10
Phucker in the Woods,Intel Pentium 4 4.00GHz,2 MB,ATI FireGL T2-128,100 MB,Windows 7 or Later
Depixtion: Halloween,Intel Core i5-650,1 GB,NVIDIA GeForce 6100,300 MB,Ubuntu 16.04
Cyber OutRun,Intel Core 2 Duo Q6867,4 GB,ATI FireGL V7350,1.46 GB,Windows Vista
Raiding Area 51 - Break out Waifu,Intel Core 2 Duo U7600,4 GB,AMD Radeon HD 6250,1 GB,WindowsR 7/8/8.1/10 (32bit/64bit)
Codebreaker,Intel Core 2 Duo E8400,1 GB,ATI FireGL T2-128,500 MB,Windows 10
Ribbon,Intel Pentium 4 2.20GHz,1 GB,ATI FireGL T2-128,1 GB,Windows 7 or higher
Eldritch University,Intel Core 2 Duo E8400,1 GB,NVIDIA GeForce 510,250 MB,
Coloring Game: Little City,Intel Pentium 4 2.00GHz,1 GB,ATI FireMV 2400 PCIe,200 MB,Windows 7
Persephone,Intel Core 2 Quad Q6600,4 GB,AMD Radeon HD 6570,500 MB,64bit operating system
Evergreen Blues,Intel Atom Z510,256 MB,ATI FireGL T2-128,200 MB,Windows XP SP2+
Pentaball,Intel Core 2 Duo Q6867,4 GB,Intel HD 3000,,Windows 7
3rd eye,Intel Core i5-4400E,2 GB,NVIDIA GeForce 510,2 GB,Vista/7/8/10 (64-bit only)
Mendel's Garden,Intel Pentium 4 4.00GHz,1 GB,Intel Media Accelerator 500,300 MB,Windows 7+
Pixel Monsters Survival,Intel Pentium 4 2.00GHz,2 GB,Intel Media Accelerator 500,300 MB,Windows 7/8/10 - 64bits
Gordon Streaman,AMD FX-6300,4 GB,AMD Radeon RX 550,500 MB,Windows 7 or later
Pixel Puzzle Makeout League,Intel Pentium 4 2.20GHz,4 GB,ATI FireGL T2-128,5 GB,Windows 7 (64-bit)
"Injection π23 'No Name, No Number'",Intel Core 2 Duo Q6867,4 GB,NVIDIA GeForce GTX 960,6 GB,Windows XP
Mustache or Revenge,Intel Core 2 Duo Q6867,2 GB,NVIDIA GeForce GT 730,175 MB,"Windows 7, 8, 8.1, 10"
Call of Honor,Intel Core 2 Duo U7600,2 GB,NVIDIA GeForce 7200 GS,20 MB,Windows 7
Alien Squatter,Intel Core 2 Duo E8400,4 GB,NVIDIA GeForce 510,,"x86, x86_64, or ARM (Debian, Ubuntu, Redhat/Fedora, Slackware...)"
The Ai Games,Intel Core i3-3210,4 MB,AMD Radeon R7 260X,28 GB,Windows® 7 SP1 / 8.1 / 10 32-bit
PPDD,Intel Core i3-2340UE,4 GB,NVIDIA GeForce 510,140 MB,Windows10
青箱,Intel Pentium 4 2.00GHz,1 GB,NVIDIA GeForce 510,1 GB,Windows 7 SP1
PROTEST SIMULATOR,Intel Core i3-6300,4 GB,NVIDIA GeForce GTX 780 Ti,9000 GB,Windows 7
Climatic Survival: Northern Storm,Intel Pentium 4 2.00GHz,1 GB,NVIDIA GeForce GTX 970,1 GB,Windows 10
Desktop Visual Media,Intel Pentium 4 2.00GHz,50 MB,NVIDIA GeForce 6100,300 MB,"Windows 7 SP1, Windows 8.1 or later, Windows 10"
Aegis Online,AMD FX-9590,1 GB,NVIDIA GeForce GTX 750 Ti,512 MB,Mint 17
Dum-Dum,Intel Celeron,1 GB,ATI FireGL T2-128,400 MB,Windows XP SP2 or better
DoSK,Intel Core i3-2340UE,4 GB,NVIDIA GeForce 256,330 MB,Ubuntu 18.04.3 LTS
Penguins vs. Bugs,Intel Celeron,1 GB,ATI FireGL T2-128,100 MB,Windows 7 or higher
Wandering Gem Jockeying,Intel Core 2 Duo E8400,4 GB,Intel HD 4600,100 MB,Windows 7
Hentai Cute,Intel Core i3-530,1 GB,Intel Media Accelerator 500,130 MB,"Windows 7, 8, 8.1, 10 (64-bit)"
Star Girl Proxima,Intel Core 2 Duo E8400,500 MB,ATI FireGL T2-128,50 MB,Windows XP or later
Captain fly and sexy students,Intel Core i3-540,4 GB,NVIDIA GeForce GTX 460,1.95 GB,Requires a 64-bit processor and operating system
Psy High 2: High Summer,Intel Core 2 Duo E8400,4 GB,NVIDIA GeForce 510,,Ubuntu 12.04
不可思议佣兵团,Intel Atom Z515,1 GB,ATI FireGL T2-128,500 MB,windows 7
Martian Law,Intel Pentium 4 4.00GHz,8 GB,NVIDIA GeForce GTX 750 Ti,50 MB,Windows 7
Hentai Girl Slide Puzzle,Intel Pentium 4 2.00GHz,512 MB,NVIDIA GeForce 6100,28 MB,"Microsoft® Windows Server 2008, Windows 7, Windows 8.1 Classic or Windows 10"
Hard Love - Darkest Desire,Intel Pentium 4 2.00GHz,3 GB,ATI FireMV 2260,2 GB,Windows 7
Someone Cloned The President,Intel Core 2 Duo Q6867,4 GB,AMD Radeon HD 6250,110 MB,Windows 7/8/8.1/10 (32bit/64bit)
Welcome To The Dark Place,Intel Core i7-4510U,6 GB,Intel HD Family,500 MB,Windows 7
Draconic Route,Intel Core 2 Duo E8400,4 GB,NVIDIA GeForce 510,420 MB,
Deep Race: Battle,Intel Core i5-4400E,4 GB,NVIDIA GeForce 256,3 GB,windows 8
CAT & MOUSE,Intel Core i5-4690,8 GB,NVIDIA GeForce GT 630,2 GB,Windows 7 or Newer
The Gadget Twins,Intel Pentium 4 2.00GHz,4 GB,ATI FireGL T2-128,,"Windows 7, Windows 8, Windows 10"
Dark Running,Intel Core i3-2340UE,1 GB,NVIDIA GeForce GTX 660,250 MB,win7 64bits
CATAPULT BATTLE SIMULATOR!,Intel Core 2 Duo Q6867,2 GB,Intel HD 4000,2 GB,Windows 7
Super Platformer Gun,Intel Pentium 4 2.00GHz,1 GB,ATI FireMV 2400 PCIe,200 MB,Windows
World left Behind,Intel Core i5-4400E,2 GB,NVIDIA GeForce GTX 760,2 GB,Windows 7 / 8 / 10 ( 64bit )
Emo Simulator,Intel Core i7-610,8 GB,NVIDIA GeForce GTX 780,1000 MB,Windows 7
ROYAL AREA,Intel Core 2 Duo E6600,2 GB,NVIDIA GeForce 510,500 MB,Windows® 10/7/Vista/XP
Inside The Park VR,Intel Core i5-4590,4 GB,NVIDIA GeForce GTX 970,818 MB,Windows 7 SP1
Graviton,Intel Atom Z510,3 GB,NVIDIA GeForce 510,200 MB,64-bit Windows 7 or later
Trial Of Destiny,Intel Pentium 4 4.00GHz,4 GB,NVIDIA GeForce 8500 GT,2 GB,"Windows XP, Vista, 7, 8/8.1, 10"
GrapplingHook,Intel Core i5-4590,8 GB,NVIDIA GeForce GTX 970,644 MB,Windows 7 or higher
Auto Factory,Intel Pentium 4 4.00GHz,8 GB,ATI FireGL T2-128,1 GB,Windows 10 (64-bit operating system)
They Can't Stop All Of Us,Intel Core 2 Duo E8400,4 GB,AMD Radeon R5 M230,,Windows 7 SP1+
Endless Rubber,Intel Pentium 4 1.80GHz,4 GB,NVIDIA GeForce 256,,Windows 7/8
ArtFormer the Game,Intel Core i3-2340UE,2 GB,NVIDIA GeForce GTX 560,2 GB,Windows 7
Rose Riddle: Fairy Tale Detective,Intel Pentium 4 1.50GHz,400 MB,NVIDIA GeForce 7200 GS,300 MB,Windows XP or later
Levi Chronicles,Intel Pentium 4 2.00GHz,4 GB,AMD Radeon 7000 / Radeon VE Family,10 GB,Windows 7/8/10
Space Gladiators: Escaping Tartarus,Intel Pentium 4 2.00GHz,4 GB,ATI FireGL T2-128,500 MB,Windows 7+
Misfire,Intel Core i5 750S,4 GB,NVIDIA GeForce GTX 470,,Windows 8 64-bit or later
Dawn of the Dragons: Ascension,Intel Pentium 4 4.00GHz,2 GB,ATI FireGL T2-128,1 GB,Windows 7
uznali ? soglasnbI ?,Intel Pentium 4 1.50GHz,100 MB,NVIDIA GeForce 210,300 MB,Windows xp sp2
SuperDriver,Intel Pentium 4 2.00GHz,2 GB,NVIDIA GeForce 7200 GS,11 MB,Windows 7
Last Summer,Intel Pentium 4 2.00GHz,4 GB,ATI FireGL T2-128,300 MB,"Windows 7, Windows 8, Windows 10"
Singaria - Prologue,Intel Pentium 4 2.00GHz,2 GB,ATI FireGL V7350,13 GB,Windows 7 or greater
Tonetaker VR,Intel Core i5-4590,8 GB,NVIDIA GeForce GTX 970,640 MB,Windows 64 bit
Princess Guard,Intel Core i5-4590,8 GB,NVIDIA GeForce GTX 970,8 GB,Requires a 64-bit processor and operating system
Break Arcade Games Out,Intel Pentium 4 2.00GHz,256 MB,ATI FireGL T2-128,10 MB,Windows 7
The Rainbow World,Intel Core 2 Duo U7600,4 GB,NVIDIA GeForce GT 730,5 GB,Windows 7 and above
Shooting Girls,Intel Core i3-4130,4 MB,NVIDIA GeForce GTX 660,1 GB,Windows 8
Necronator: Dead Wrong,Intel Pentium 4 4.00GHz,1 GB,NVIDIA GeForce 7200 GS,1 GB,Windows 7 or later
Pension Day,Intel Core 2 Duo Q6867,4 GB,AMD Radeon HD 6250,107 MB,Windows 7/8/8.1/10 (64bit)
Winter Cometh,Intel Core Duo U2500,2 GB,Intel Media Accelerator 500,,Windows 7
Vectrix,Intel Core i5-8400,2 GB,NVIDIA GeForce GTX 760,18 MB,Windows 10
Neighborhood,Intel Core i5-3550,6 GB,AMD Radeon R9 280,3 GB,Windows 10
Artificial Iridescence,Intel Pentium 4 1.50GHz,1 GB,NVIDIA GeForce 7200 GS,100 MB,"Windows XP, Vista, 7, 8, 10"
Project SolarBot,Intel Core 2 Duo E8400,4 GB,NVIDIA GeForce 510,,"Windows 8, Windows 10"
Beardy the Digger,Intel Core 2 Duo Q6867,2 GB,NVIDIA GeForce 7100 / nForce 630i,200 MB,Microsoft® Windows® 7 (64 bit) or newer
Tactikk,Intel Core i5 750S,2 GB,ATI FireMV 2400 PCIe,60 MB,Windows 7 or higher
Blood Runner,Intel Core i5-4570,4 GB,NVIDIA GeForce 510,5 GB,"64-bit Windows 7, Windows 8.1, Windows 10"
Air,Intel Core 2 Duo Q6867,3 GB,ATI FireGL T2-128,1 GB,Windows 7 or later
Azure,Intel Core i5-750,512 MB,ATI FireGL V7350,650 MB,"Windows 7, Windows 8, Windows 10"
Hunger Tower,Intel Pentium 4 2.20GHz,2 GB,NVIDIA GeForce 7200 GS,1 GB,win7
Lucid Nina,Intel Celeron,2 GB,Intel Media Accelerator 500,300 MB,WindowsXP/7/8.1/10
Ain Dodo,Intel Core 2 Duo Q6867,512 MB,AMD Radeon HD 2400,8 MB,"Windows 7,8,10"
Singled Out,Intel Core 2 Duo E8400,512 MB,NVIDIA GeForce 510,120 MB,Ubuntu 16.04+
救赎抉择Resurrection,Intel Core 2 Duo E8400,2 GB,NVIDIA GeForce 510,5 GB,Windows7
Warships On The Halloween Night,Intel Core 2 Duo Q6867,4 GB,ATI FireGL T2-128,50 MB,"Windows XP, Vista, 7, 8/8.1, 10"
Linea VR,Intel Core i5-4590,8 GB,AMD Radeon RX 580,1 GB,Windows 7 (x64)
Smash Dungeon,Intel Core 2 Duo Q6867,4 GB,AMD Radeon HD 2600 XT,2 GB,Windows 7 SP1+
HENTAI HELL,Intel Pentium 4 2.00GHz,2 GB,NVIDIA GeForce 7100 / nForce 630i,100 MB,Ubuntu 16.04+
Pillars of Dust,Intel Core 2 Duo E8400,512 MB,NVIDIA GeForce 510,200 MB,Windows 7
Overboard,Intel Core i5-4590,4 GB,NVIDIA GeForce GTX 970,150 MB,Windows 7 SP1+
NUMB,Intel Core i3-3220,8 GB,NVIDIA GeForce GTX 750 Ti,5 GB,Windows 7
Ten Days to War,Intel Core 2 Quad Q6600,4 GB,NVIDIA GeForce GTX 560 Ti,80 MB,Windows 7
Pesterquest,Intel Pentium 4 2.00GHz,512 MB,ATI FireMV 2260,500 MB,Ubuntu 13.4 LTS
YASG,Intel Core i3-2340UE,2 GB,NVIDIA GeForce GTX 460,5 GB,Windows 7 64bit
Jigsaw Puzzle - Pro Edition,Intel Pentium 4 2.00GHz,1 GB,ATI FireGL T2-128,325 MB,"Windows XP, Vista, 7, 8, 10"
Graveyard Defender,Intel Atom Z510,4 GB,NVIDIA GeForce 510,512 MB,Windows XP
Тёмное отражение (Dark Reflection),Intel Pentium G860,4 GB,NVIDIA GeForce 840M,350 MB,Windows 7
AVA,Intel Pentium 4 2.00GHz,1 GB,ATI FireGL T2-128,148 MB,Windows 7 or later
凡人飞仙,Intel Pentium 4 2.00GHz,50 MB,NVIDIA GeForce 6100,100 MB,win7-win10
Poly Quest,Intel Core 2 Duo E8400,4 GB,NVIDIA GeForce 510,1 GB,
Hunting in Ancient Asia,Intel Core i5-4590,4 GB,NVIDIA GeForce GTX 1050,2 GB,Windows 7 SP1 or newer
Vengeance ~ In my family's name,Intel Pentium 4 2.00GHz,512 MB,NVIDIA GeForce GT 720,135 MB,x86 or compatible
Timmy's Cooking Show,Intel Pentium 4 2.00GHz,1 GB,NVIDIA GeForce 6100,24 GB,Microsoft Windows Xp / Vista / 7 / 8 / 10
DeltaBlade 2700,Intel Core i5-8400,2 GB,NVIDIA GeForce GTX 760,19 MB,Windows 10
Connor's Desert Adventure,Intel Core i3-2340UE,128 MB,Intel Media Accelerator 500,100 MB,7/8/10
70 Seconds! Adventure,Intel Core 2 Duo E6320,2 MB,NVIDIA GeForce 7600 GS,100 MB,Windows 7/8/10
Ichor,Intel Pentium 4 2.00GHz,4 GB,NVIDIA GeForce 510,50 MB,Windows 10
Industriworks,Intel Pentium 4 2.00GHz,1 GB,ATI FireGL T2-128,1 GB,Windows 10 64-bit
Perfect Murder,Intel Pentium 4 1.70GHz,1 GB,NVIDIA GeForce GT 720,2 GB,64bits OS
FLATLAND Vol.1,Intel Core 2 Duo Q6867,2 GB,ATI FireGL T2-128,400 MB,Windows XP/Vista/7/8
Frustrate-a-ball,Intel Core 2 Duo E8400,512 MB,NVIDIA GeForce 510,13 MB,Windows 7 / 10
Hentai Fight Club,Intel Pentium 4 1.50GHz,4 MB,ATI FireGL T2-128,600 MB,Windows 7
战斗吧，未来城管,Intel Core i5-4400E,4 GB,ATI FireGL V7350,5 GB,"Win7,Win8, Win10"
Darkness Rollercoaster - Ultimate Shooter Edition,Intel Core i5-4400E,8 GB,NVIDIA GeForce GTX 970,5 GB,Windows 7
Exactamundo: World Trivia Tour,Intel Core i3-530,4 GB,Intel HD 4000,800 MB,Windows 7/8/10 64-bit
Racing angle,Intel Core i3-2340UE,1 GB,NVIDIA GeForce GT 1030,130 MB,Windows XP or higher
BAFF 3,Intel Pentium 4 2.00GHz,2 GB,ATI FireGL T2-128,200 MB,"Windows 7, 8.1, 10"
逃離地獄邊緣 - Escape from the cursed convent,Intel Pentium 4 2.00GHz,2 GB,ATI FireGL T2-128,300 MB,Any Version of Windows
Resort,Intel Pentium 4 2.00GHz,4 GB,ATI FireGL T2-128,,tba
Princess and Knight,Intel Core i3-6100,4 GB,NVIDIA GeForce 510,1.86 GB,Windows 7
Fun with Ragdolls: The Game,Intel Pentium Silver N5000,4 GB,Intel UHD 605,200 MB,Windows 7
Super Monkey,Intel Pentium 4 2.00GHz,1 GB,NVIDIA GeForce 510,500 MB,"Windows 7, 8/8.1, 10"
Playing Both Sides,Intel Core 2 Duo Q6867,2 GB,ATI FireGL T2-128,360 MB,WindowsR 7/8/8.1/10
Pawnbarian,Intel Pentium 4 2.00GHz,4 GB,ATI FireMV 2260,200 MB,Ubuntu 18.04
Paladin Slayer,Intel Pentium 4 2.00GHz,2 GB,AMD Radeon HD 6870,3 GB,Windows 7/8/10
Deadhaus Sonata,Intel Core 2 Duo E8400,4 GB,NVIDIA GeForce 510,,
Crime Opera: The Butterfly Effect,Intel Core 2 Duo T5600,4 GB,NVIDIA GeForce 6100,350 MB,Windows 7
Challenging Dogfights,Intel Core 2 Duo Q6867,2 GB,NVIDIA GeForce 7200 GS,120 MB,Windows® 7
Elite Escape,Intel Core i5-4590,6 GB,NVIDIA GeForce GTX 970,1 GB,Windows 8+
YARBAY,Intel Core i3-3225,3 GB,NVIDIA GeForce 8500 GT,9 GB,Windows 7 64-Bit or later
Sex & Gun PC,Intel Core i5-4590,8 MB,NVIDIA GeForce GTX 970,,64-bit processor and operating system
Mondly: Learn Languages in VR,Intel Core i5-7500,4 GB,NVIDIA GeForce GTX 970,500 MB,10 x64
Crazy Critters - Combat Cats,Intel Core 2 Duo E8400,1 GB,AMD Radeon HD 6770,120 MB,Windows 7
Kamile - Episode 1,Intel Core i3-8100,3 GB,NVIDIA GeForce GTX 970,4 GB,Windows 10
Remothered: Broken Porcelain,Intel Core i3-2120,8 GB,AMD Radeon HD 7870,30 GB,Windows 7/8.1/10 (64-bit Required)
Hope for City,Intel Core 2 Duo E8400,512 MB,NVIDIA GeForce 510,800 MB,Windows 7/8/8.1/10
Little Helper,Intel Core 2 Quad Q9705,8 GB,NVIDIA GeForce GTX 470,3 GB,"Windows 7 64-bit, Windows 8, Windows 10"
Hope; or How We Survived,Intel Pentium 4 2.00GHz,1 GB,AMD Radeon HD 2400,100 MB,Windows 7
Haunted Legends: The Scars of Lamia Collector's Edition,Intel Pentium 4 1.40GHz,1 GB,NVIDIA GeForce 510,1009 MB,Windows XP/Windows Vista/Windows 7/Windows 8/Windows 10
Catgirl & Doggirl Cafe,Intel Core 2 Duo Q6867,2 GB,ATI FireGL T2-128,2 GB,Ubuntu 12.04+
ODA,Intel Pentium 4 1.80GHz,512 MB,Intel HD 4000,400 MB,Windows 7 or higher
The Secrets of Jesus,Intel Core i5 750S,2 GB,NVIDIA GeForce GTX 260,2 GB,"Windows XP, Vista (32-bit or 64-bit OS)"
Nightmare Cave,Intel Pentium 4 2.00GHz,4 GB,ATI FireGL T2-128,200 MB,Windows
SE VR World Demo,Intel Core i5-4590,8 GB,ATI FireGL T2-128,3 GB,Microsoft Windows 7 64-bit
Rage Melee,Intel Core 2 Duo E8400,176 MB,NVIDIA GeForce GT 440,190 MB,Windows 10
缸中之脑：谎言（Brain in a vat lies）,Intel Pentium 4 2.00GHz,128 MB,ATI FireGL T2-128,100 MB,Windows 98 / 98SE / Me / 2000 / XP
Cures & Curios,Intel Core i7-7700,6 GB,NVIDIA GeForce GTX 960,1.36 GB,Windows 10
Desert monsters,Intel Pentium 4 4.00GHz,2 GB,NVIDIA GeForce 7200 GS,168 MB,Windows 7/8/8.1/10
夢限ノ夜,Intel Core 2 Duo Q6867,4 GB,ATI FireGL T2-128,221 MB,7/8/8.1/10
Crowd Simulator,Intel Core i7-610,2 GB,NVIDIA GeForce 256,300 MB,Windows 7
Raiders of Chanyu,Intel Core i5-2400,8 GB,NVIDIA GeForce GTX 660,25 GB,"Windows 7 SP1, Windows 8.1, Windows 10 (64bit versions only)"
Slaveblade,Intel Pentium 4 4.00GHz,4 GB,Intel HD 4600,15 GB,"Windows Vista SP2 or newer, 64-bit"
The Dark Wish,Intel Core i3-3220,4 GB,AMD Radeon R7 260X,10 GB,"Windows 7, 8, 10"
One Fantasy Shooter,Intel Core i3-2340UE,3.91 GB,NVIDIA GeForce GT 730,2 GB,"Windows 7, Windows 10"
Fantasy Gladiators,Intel Core 2 Duo Q6867,2 GB,NVIDIA GeForce 7100 / nForce 630i,400 MB,Windows 7
OMON Simulator,Intel Pentium 4 2.00GHz,1 GB,NVIDIA GeForce GT 650M,1 GB,Ubuntu 14.04 LTS 64-bit or newer
Dodge Rocket,Intel Core i3-2340UE,2 GB,ATI FireGL T2-128,500 MB,Windows 7/9/10
Quantism,Intel Pentium 4 2.00GHz,128 MB,NVIDIA GeForce 6100,350 MB,Windows Vista / 7 / 8 / 10
Sex City,Intel Core 2 Duo Q6867,128 MB,ATI FireGL T2-128,60 MB,Microsoft® Windows® XP / Vista / 7 or higher
Hyperspeed Fragfest,Intel Core i5-2500K,4 GB,NVIDIA GeForce 510,,Windows 7/8/Windows 10
Crimson Hotel,Intel Core i3-550,4 GB,NVIDIA GeForce GTX 750,2 GB,Windows 7 or newer
TextureWorks,Intel Core 2 Duo U7600,16 GB,NVIDIA GeForce GTX 960,3 GB,Microsoft 64bit Windows 7-10
Shuttlecock-H: Covered Rematch,Intel Pentium 4 4.00GHz,2 GB,Intel HD 4000,400 MB,Windows 7
Monster Prom 2: Monster Camp,Intel Pentium 4 2.00GHz,4 GB,NVIDIA GeForce 510,1 GB,Ubuntu or anything that makes sense
Blade Warrior,Intel Atom Z510,128 MB,ATI FireGL T2-128,1 GB,Windows 7
Arietta of Spirits,Intel Core 2 Duo Q6867,2 GB,ATI FireMV 2260,250 MB,Microsoft® Windows® Vista / 7 / 8
Boardwalk Carnival Game,Intel Pentium 4 2.00GHz,200 MB,AMD GeForce 9600M GT,500 MB,"Windows 7, 8, 10"
You are apt,Intel Atom Z515,256 MB,ATI FireMV 2400 PCIe,200 MB,Windows XP/7/8/8.1/10
The Chasm,Intel Core 2 Duo E8400,4 GB,NVIDIA GeForce 510,2 GB,Windows Vista or more recent Windows OS
Only One Burn,Intel Pentium 4 4.00GHz,4 GB,NVIDIA GeForce GTX 950,5 GB,Windows 7
Kung Fu Jesus,Intel Pentium 4 4.00GHz,16 GB,NVIDIA GeForce GTX 1050 Ti,37 GB,RedHat/Ubuntu/LinuxMint
Pixel Sentry,Intel Pentium 4 1.60GHz,1 GB,AMD Radeon Pro 450,300 MB,Windows 7
Boat Violence: Ship Happens,Intel Core i3-2340UE,2 GB,Intel HD 4000,100 MB,Windows Vista or newer
Red Wings: Aces of the Sky,Intel Core i3-2340UE,4 GB,NVIDIA GeForce GT 1030,8 GB,Windows 10
GodOrEvil.Beta,Intel Pentium 4 2.00GHz,512 MB,ATI FireGL T2-128,350 MB,
Super Realistic Autocross VR,Intel Core i5-4400E,8 GB,NVIDIA GeForce GTX 970,4 GB,Windows 7
SereNest,Intel Core i5-4690,8 GB,NVIDIA GeForce GTX 1060,2 GB,Windows 10
Death Live,Intel Pentium 4 2.00GHz,4 GB,ATI FireGL T2-128,500 MB,WIN7 SP1/WIN8/WIN10
A Street Cat's Tale : support edition,Intel Pentium 4 2.00GHz,2 GB,ATI FireMV 2400 PCIe,300 MB,Windows Vista or greater
Mask of Sanity,Intel Core i3-4170,4 GB,NVIDIA GeForce GT 1030,17 GB,windows 7
Summer Daze at Hero-U,Intel Core 2 Duo E8400,512 GB,NVIDIA GeForce 510,1 GB,Ubuntu 16.04 or equivalent
The Big Con,Intel Pentium G4500,4 GB,AMD Radeon HD 7770,3 GB,Windows 7 64-bit
HalloweenStory,Intel Pentium 4 2.00GHz,1 GB,ATI FireGL T2-128,140 MB,Windows 7 or later
uniTower,Intel Pentium 4 2.00GHz,4 GB,NVIDIA GeForce 7100 / nForce 630i,,Windows 7 SP1+
THE ART - Metamorphosis,Intel Pentium 4 2.00GHz,512 MB,ATI FireGL T2-128,150 MB,Windows XP and newer
Pixamal Zoo,Intel Pentium 4 1.80GHz,2 GB,NVIDIA GeForce 7100 / nForce 630i,500 MB,Windows 7 SP1+ or later
PilotXross（パイロットクロス）,Intel Core i5-4400E,8 MB,NVIDIA GeForce GTX 980,5 MB,windows7以上
SLICE BACK,Intel Core i5-4400E,2 GB,ATI FireGL T2-128,2 GB,Windows 7+
